8489	0.639177
12914	0.619473
26745	0.589844
25582	0.587424
18841	0.569254
24704	0.566469
58544	0.554803
26772	0.554707
10512	0.551586
10622	0.551318
21344	0.549306
7585	0.548724
8581	0.547868
8655	0.547868
7333	0.546898
36802	0.538724
8519	0.535808
9123	0.535432
22498	0.533503
26849	0.532559
12876	0.531246
33623	0.530438
8597	0.530338
62110	0.529739
25374	0.528528
8592	0.527625
57905	0.525759
13108	0.524926
13254	0.521349
18937	0.520459
48804	0.520046
27448	0.519530
65673	0.516914
12832	0.516194
12739	0.516031
10483	0.515347
64261	0.515150
20894	0.513394
11719	0.512238
7738	0.511643
26716	0.511133
12540	0.508621
12948	0.506954
2613	0.505947
13147	0.505292
16658	0.503843
33420	0.503277
67355	0.502985
7716	0.502127
7848	0.501985
18923	0.501162
13102	0.500340
18921	0.499520
57722	0.499520
48429	0.495359
23058	0.494488
19505	0.494483
26934	0.491980
16007	0.491209
33507	0.491083
25686	0.490588
2902	0.489785
10697	0.489785
27018	0.488983
18140	0.488914
26832	0.488182
7706	0.487794
13113	0.486611
26836	0.485788
7711	0.485311
57725	0.483570
11237	0.483407
48004	0.482842
42362	0.482616
12510	0.481303
1410	0.480251
8633	0.478296
7681	0.477900
9354	0.476800
12546	0.476054
7732	0.475309
26852	0.474566
33365	0.474008
27007	0.473823
12516	0.472342
57897	0.471254
2924	0.470866
12669	0.470129
44191	0.469906
58616	0.469394
59451	0.468618
2592	0.468463
16057	0.467073
2701	0.466466
67367	0.466380
2539	0.465738
10703	0.465738
12676	0.465688
782	0.465010
13771	0.464809
10829	0.464283
13794	0.463618
48230	0.463594
39404	0.463296
10415	0.462834
18726	0.462243
8583	0.460872
48253	0.460670
12861	0.460188
24757	0.460188
25700	0.460188
19090	0.459506
33547	0.459233
19597	0.458824
8456	0.458143
9374	0.457464
52010	0.457297
56322	0.457037
8385	0.456785
35740	0.456374
47382	0.456244
8658	0.456108
25396	0.456108
27027	0.456108
33619	0.455836
10633	0.455431
33449	0.455070
86231	0.454242
25680	0.454082
2517	0.453409
25472	0.452736
2534	0.451395
10613	0.451395
25689	0.451395
2920	0.450726
7675	0.450012
82624	0.449312
13001	0.448725
13033	0.448725
20091	0.448725
60305	0.448612
10824	0.447397
12703	0.446734
21211	0.446658
57005	0.446079
34622	0.444854
23039	0.444794
2463	0.444752
2839	0.444174
44285	0.444094
41566	0.443751
20143	0.443555
2384	0.442938
8303	0.442938
8392	0.442938
33468	0.442780
8461	0.442321
10546	0.442321
35839	0.441738
9147	0.441705
12712	0.441705
18877	0.441705
19614	0.441705
45673	0.441482
8611	0.441089
19101	0.441089
22562	0.441089
10599	0.440817
56213	0.440165
8575	0.439862
24767	0.439862
7324	0.439514
10760	0.439249
7546	0.438637
27017	0.438026
2378	0.437416
12623	0.437416
24873	0.437416
25744	0.437416
41373	0.437416
50146	0.436910
8681	0.436807
44264	0.436275
10867	0.436199
85251	0.435630
2627	0.435592
7620	0.434985
8389	0.434379
16259	0.434379
12663	0.433775
48127	0.433626
